line,label
y ahí tenían una escuela justo como para el área rural sí y yo tuve unos compañeros el bien particulares porque eran hijos de albañiles unos otros de gente que hacía ladrillos que hacía tejas porque de ahí era se proveía a la al materiales de construcción para la ciudad que iba creciendo,2
es si es obligado si lo disfrutas vas armando lo vas haciéndolo de manera más divertida,2
no se puede cultivar es de ese ese tiempo es de como en agosto aquí agosto comenzamos un tipo como como verano como como seco se empieza a secar la tierra hace solo sol se sea es como como verano,2
sí nos encanta d el encebollado,2
entonces crúzate y después consigues llamada para acá no si ya llegaron pucha regrésate y veníamos por un mes dos meses y después vuelta de regreso a chile y teníamos una canción porque mi papi nos hace los nortinos vienen desde antofagasta a ver a sus tíos y a sus familiares han cruzado ríos han cruzado campos han pasado muchos peligros y no sé qué más,2
dice que el señor que se fue dice yo les conocí de niños a ellos sí desde los dieciséis años ya fumaba dice ella porque los españoles mucho fumaban dice ella ya tuvo guste ganas y probó y ya pues ya no dejó el cigarrillo,2
de estar ahí en ese lugar,2
y porque se resbala la gata o sea se le pone bien la gata pero es carros como tienen una una como platinas,2
me han llevado a entity y ahí estuve un un ni quince días porque tengo mis padrinos unos buenos padrinos de matrimonio que se han preocupado por mí nos dieron a conocer a un abogado a una abogada que trabajaba en la fiscalía y mi esposa es la que ha caminado harto en esto porque en la cárcel te cuentan te dicen ahorita en una semana viene tu esposa quince días hasta quince días vendrá posterior olvídate ya no vendrá olvídate ahí nos bajan la moral ahí adentro pero no era tanto como ahora es la cárcel está lleno de malhechores de feminicidas de violadores que antes no había esas cosas y así mi esposa ha caminado ya ya hasta creo que ha sido el accidente en noviembre o en octubre y íbamos pagando lo a los enfermos tenían facturas todo eso me salvó mi esposa presentó los papeles al abogado al fiscal y en una audiencia no no vinieron el dueño y y los enfermos que habían firmado entonces el el fiscal el juez ordenó que se ha que se cerrará el caso y yo salí libre de ya de entity para ya para diciembre son quince días,1
a todos,2
el terremoto sí,2
sí sí,2
sí siempre tienen el plan de ir a entity es que mi mamá es de los entity y quieren ir a entity y después de entity pasar por su pueblo que es en entity no recuerdo el nombre era un nombre muy extraño y quieren ir ahí para que mi mamá pueda recordar el lugar donde vivía y ese es el plan que tenemos para futuro,1
claro ya sí pero bueno ahí seguimos en ese intentando continuar con las telecomunicaciones,2
ah,2
no no hay aquí porque la comuna es bien levantada,2
ucha bastante me acuerdo cuando mi padre me fue a dejar en entity en una empacadora que dice que exportaban plátanos a otros país como sabía exportar yo sabía poner esas etiquetas que sabían poner en los guineos eso y mi trabajo era la noche nomás,2
sí era un poquito más elevado al que el que ahorita tengo,2
trabajando,2
es que no era mi grupo de amigas eran eran más agrandadas sabían dividir y multiplicar yo no todavía no sabía ni dividir ni multiplicar,2
ha sido un tiempo bien difícil estar encerrados porque uno está acostumbrado a salir a afuera a tener actividades afuera prácticamente nos pasamos afuera todo el día y y solo en la noche regresábamos pero la pa esto de la cuarentena nos ha cambiado totalmente la vida no estar más en casa en familia aprendes a a sobrellevar sobre todo el carácter de los demás porque no ha sido fácil estar así en encerrados especialmente para los jóvenes ha sido un tiempo bien difícil ellos que están acostumbrados a salir cuando quieren estar con sus amigos para ellos ha sido más difícil que para la gente mayor la gente mayor le gusta generalmente quedarse en su casa no pero los chicos son los que más han sufrido los niños no podían ir a los parques incluso las mascotas son las que han sufrido porque no podíamos sacarlas como antes ha sido un tiempo bie muy difícil para para todos yo creo creo que todas las familias bolivianas y también a nivel mundial no,1
en todo el país sí pero hay que saber dónde porque si no también encuentras encuentras comida que te puede hacer daño si no estás acostumbrado más que nada o sea si,2
yo creo que nomás la verdad yo yo voy dejo a mis niños alguna que otra reunión ahí ahí nos quedamos a veces también va mi pareja y más que todo él no porque a veces yo estoy aquí estoy haciendo también mis cositas y la verdad yo la lo que yo veo me llevo bien con los padres no hemos tenido hasta el momento en ningún cruce de palabras o algún problema no yo pienso que me llevo bien con los padres de familia,1
le gusta bastante eso y sí pues hay que apoyarle para que aprenda mejor sí,2
mis hermanos o sea la familia cuando nos reunimos cuando hacemos cualquier cosa aquí somos familia grande tíos sobrinos esposos hermanos o sea más que todos los los los los hermanos que somos todos los todos los hermanos cuando nos reunimos somos bastantes casi como como cien,2
sí sigo viviendo a desde que mi padre nos ha dejado en la casa de mi papá no,1
bueno esta semana ha estado un clima bastante frío con lluvia permanente entonces no no me ha gustado mucho porque incluso nos hemos enfermado afortunadamente no fue covid porque la prueba salió negativa pero sí se oyen algunos casos de estas gripes fuertes que nos han dado y sobre todo la lluvia permanente a mí sí me me estresa un poco por todas las consecuencias que que trae como los deslaves las inundaciones ahora se dio otro otro aluvión en entity entonces son cosas que sí afectan muchísimo a muchas personas y eso me o sea eso no obviamente no no me gusta y si bien es cierto o sea sí o sea un día de lluvia y eso sí me gusta pero cuando es todos los días de una lluvia así terrible entonces eso sí ya ya me estresa por todas estas consecuencias negativas que te cuento,2
ucha no ahorita que me pregunte eso joven ucha no yo tengo pues un amigo en entity pues puta no me me comenta pues que ucha no es más frío frío dice que es ahí si aquí nomás es frío allá ucha no debe ser heladera yo creo ucha no sé cómo sería allá pero a lo que me comentaba pues ese ese mi amigo ese amigo es un poco más mayorcito que yo sí ese amigo también así por trabajo también le he conocido y ahorita que me comentaba era pues que este año iba a ser el más frío decía yo dije ucha frío y por qué pues así decía cuando no así así han pronosticado dice así dicen pues lo que qué dice los aimaras algo así me decía no me acuerdo muy bien ellos ya saben pues cómo cómo pronosticar eso eso también es puta no eso a veces es un poco envidiable pues joven a veces conocer un rato eso nosotros no conocemos prácticamente pues tanto así indicios de la naturaleza así pero ellos bien habían sabido conocer pues uta no no sé se fijan nomás la luna el viento así por dónde va a venir el viento futa ellos saben aquí mientras no no sabemos pues hasta mi hijo mi hijo no sabe tanto así que digamos pero así con ese ese es mi amigo así mayorcito y otros así abuelitas así están conviviendo también ellos me cuentan pues ucha no este año va a hacer frío así me dicen ucha no digo nomás por qué pues no eso así cada cada cada no sé cuántos años me ha dicho pero así pasa dice que cada un cierto un cierto tiempo hace unos ciertos años ucha viene pues un año así de un año frío así con muchos ventarrones dice y justamente pues ese ese año pues queda este año dice ucha no no sé si será cierto así nomás me han dicho y no sé eso también cómo sería pues ahí eso no sé no sé ellos cómo sabrán también así han dicho yo no sé si será cierto pero parece nomás que es cierto porque ahora ves pucha más frío siempre pucha en la helada pucha me congelaba yo quería estar solamente pues en mi cuarto así estar charlando con mi familia pero no pues había que había que laburar también pues joven y así joven así nomás ya mira ya ha pasado junio ahora ya estamos julio ucha no no sé si será cierto pero así dicen joven no sé si será cierto,1
no de corazón igual d encantada y me ha encantado también compartir contigo estas experiencias muy muy personales y mías,2
una persona no tan alta ni tan pequeña normal,2
porque acá no había mucha gente o sea era poquísima gente o sea era,2
con la vida digamos con lo que yo he tenido que vivir y entonces he he estado un poco tiempo viviendo por allá y pues es bonito la gente de allá,2
ya me gusta la astrología me gusta la grafología,2
ya,2
en canadá le digo mi pequeña d cuándo vendrá para hacer a los cachitos le digo,2
la pechuga,2
sí la verdad primerit primero a lo que he escuchado una tía después también un ser querido mi concuñado después también mi suegro también y la verdad unas pérdidas muy dolorosas que hasta ahorita siguen quedando como huella no porque cada uno se recuerda hasta como dice decía mi mamá lo las palabras quedan todo lo que te aconsejaba lo que te decían quedan ahí hasta lo vivido las personas que han sido peor todavía más buenas contigo se van y la verdad sí esas personas he tenido se han han fallecido,1
cuatro partes así nomás rompieron aquí sacaron la apéndice la vesícula y algunas otras cosas que no sé parece que el páncreas,2
sí hace más frío,2
entonces nosotros producimos el pan y al lado pues es la cocina entonces ellos se encargan de de deleitar los platos así hacer los desayunos,2
a mí me gusta la parte de la costilla,2
entonces yo me puse así hice un poquito de relajo hice un problema dije que no que aquí tengo yo los papeles que acá me mandan a dar a la luz y que vean la manera y en eso justo salió una vecinita que ha sido la enfermera y me llevaba súper bien con ella y ella me dio la mano todo eso y entonces me hizo después entonces me hizo entrar claro que me dijo que le apoye con unos más de papel y todo eso no había ningún problema en hacer entonces entré todo eso fue una experiencia bonita linda,2
el plato preferido de mi es el plato paceño y el este tengo hartos platos preferidos del campo no el que es el este ay se me ha olvidado ese plato que siempre en el campo comemos,1
entonces porque dices habrá pasado algo qué será porque por todas las cosas que se oyen entonces todo entonces eso sí es bien triste pues,2
la falla había sido que como no tenía mucha experiencia en ese carro,2
tres tengo tres muñecas tengo,1
fines de semana yo hasta a veces hasta a veces me quedo hasta las seis seis de la tarde estoy ahí trabajo me quedo a veces también ya mediodía también nos hacen soltar nomás también no hay material pa construir nos dejan de ahí ya también en la tarde vamos a comprar también pa la comida también hay que comprar también pues pa la wawa pa la comida para que haya comida en la semana también porque esas cositas hacemos domingo a veces yo ya quiero descansar nomás también un descansito así yo patio me quedo así estoy un rato también ya me miro tv también lunes otra vez también hay que volver pues hay que estar trabajo pesado también es cargar pesadito también es pues cansa también cuerpo,1
sí ahí ha habido siempre matriarcado en mi casa,2
claro claro acá en mi caso igual toda mi familia es de de liga y yo soy el único la oveja negra,2
estaba feliz ella estaba chocha caminando conociendo corriendo correteando en la naturaleza quería entrarse al lago pero no le hemos dejado porque el agua estaba muy fría ella es delicadita así que nosotros la cuidamos mucho por eso porque es un poco enfermita tiene una enfermedad entonces la cuidamos harto harto harto a nuestra niña,1
bueno hay que primero hay que primero hay que coger al cuy pelarle pero el cuy que sea gordito y pelarle y y y luego aliñarle pero aquí en entity es un aliño especial que que uno se hace el aliño molido en piedra para condimentar el cuy se muele se muele ajo y se muele el comino y el achiote se muelen las tres los tres ingredientes bien en la piedra y se condimenta el cuy eso yo hago aquí en aquí me gusta hacer eso,2
los dos mi esposo y yo,2
es exacto,2
mi niñez era muy bueno a mí sinceramente nunca me ha faltado nada pero sí me ha o sea no me ha faltado nada tampoco lo he tenido todo era tranquilo mi mamá era a veces igual era vend es vendedora hasta el momento y sale a vender llegaba con su mal humor tenían mis hermanos que bueno dos mayores un hermano una hermana yo era la siguiente nos faltaban cosas pero no no algo como los que pueda llegar a morir no no nos no sobrevivir sobre con mi m gracias a mi mamá y mi padre hemos sobrevivido estamos acá y gracias a dios también estoy acá yo también ahora formando mi familia y la verdad estoy tranquila en la niñez he vivido tranquila también no con todo pero tampoco me ha faltado nada más que todos los alimentos o los estudios no me ha faltado,1
eso es,2
por qué porque por allá me dicen que hay más movimiento que acá y otra que o sea hablando económicamente que por ahí es hay más más cómo se puede decir o sea más dinero que se puede cobrar un poquito más,2
yo acá ahora se mueren mis hijos y y todos por tener un perrito pero todavía están pequeños o sea yo pienso que tenemos que más bien darle tiempo a que ya maduren mis hijos un poquito crezcan y si no se complica más,2
en semana santa nosotros por ejemplo este año queso con choclo le hemos metido,1
bueno mi ideal es que tener antes de los treintas y poder brindarle igual juventud a mi hijo y que a mis hijos que que bueno eso es lo mejor poder tener las energías para convivir con ellos y y criarlos de la mejor manera y en cuánto a cuántos hijos bueno dos máximo tres pero dos una parejita estaría bien,1
a los nueve meses,2
una,2
exacto esto esto es demasiado yo no sé si solamente es el calor o es la radiación mismo porque me parece que más es la radiación de alguna manera quema o sea no aparentemente no no se le siente la acción de la radiación pero como que quema no si tú has mirado en la parte de arriba tenemos un tanque bastante grande que es un calefón solar digamos así no no no recibe sino la energía solar para calentar el agua pero muchas de las veces por ejemplo se no está haciendo no está haciendo sol está nublado el cielo y sin embargo yo miro a veces está a ochenta grados ochenta y cinco grados o sea que me parece que es la acción del de la radiación la que actúa más en ese caso,2
y pues las personas de ahí me apoyaban mucho me incentivaban a que me meta a estudiar a un acelerado entonces entonces fue un tiempo que estuve yendo a colegio digamos y pues ahí me a me apareció un un chico alto moreno y yo tenía un teléfono pequeño que valioso lo conseguí con tanto esfuerzo y pues no sé qué le dije porque justamente mi mamá me había dicho que ya tenía que venirme acá a entity a trabajar entonces yo le dije que no que quería estudiar pero me sentía tan triste ese día que fui a recoger mis papeles y pues a devolver unos libros iba tan triste y casi que llorando que al ladrón cae creo que le conté mi tristeza que el ladrón se fue corriendo sí entonces solo eso ha sido mi único mi única experiencia con un ladrón digamos no ha sido desastrosa por lo por lo menos a eso,2
y mi hermano no se creía mi hermano tampoco después mi hermano sí se hizo a un lado como que se sintió desplazado él así porque dijo ya está embarazado y y me van a hacerme a un lado,2
de mi mi dedicación siempre ha sido este de construcción albañil desde mi niñez he empezado como le digo no que he empezado desde mi niñez a trabajar con he tenido a mi hijita la mayorcita desde mis quince años he empezado a trabajar sí hasta ahora sigue me gusta trabajar porque más que todo a eso me he acostumbrado sí,1
yo,2
queso yogur,2
bueno,1
eso dice que ella quiere ayudar a las personas que están a veces dice quiero investigar dice por qué por qué se mueren,2
me imagino no estoy muy seguro pero no sé creo que es un poco obvio que normalmente la agresión va a venir mucho más del varón creo hacia la mujer no por los feminicidios y demás porque hace un tiempo incluso no voy a decir que estaba de moda no sé creo que no se va a escuchar bien pero había muchos casos no feminicidio y demás y si yo inclu incluso fui parte de la de los movimientos de las marchas y demás que hicieron no claro entre esas mujeres creando y otros otros otro grupo otros grupos de articulación de de mujeres y me invitaron es más fui a tocar yo tengo unos instrumentos y fuimos a tocar en las marchas y demás varias veces y siempre que me piden ayuda en ese sentido lo entien yo yo yo ayudo porque yo tengo hermanas yo tengo mamá me imagino que en alguno tal vez hasta tenga hijas y todo y todo aquello entonces no está bien no o sea me parece y eso que yo crecí por lo menos en mi mi mi mi familia era un poco era bastante disfuncional por eso es que mis papás se han separado mi papá borracho normal no llegaba borracho mi mamá siempre muy altanera y se peleaban y a los golpes y mi papá no medía y la pe le pegaba y demás no o sea no voy a decir que mi mamá es una santa que cómo no o sea porque mi mamá también era muy muy agresiva y pero bueno normalmente mi papá le terminaba pegando a ella y venían mis tíos y mis abuelos se metían nos íbamos de la casa volvíamos así era muy recurrente aquello yo he crecido en un ambiente donde había violencia intrafamiliar ya entonces mi papá era un borracho normalmente la el alcohol trae eso de por medio es una consecuencia pero me parece negativo en algún momento claro uno o sea como las personas tienen que aprender mucho más de lo que ven de lo que experimentan que de lo que les enseñan no porque una cos es que me diga alguien no está bien no tienes que portarte así o no tienes que hacer esto pero una cosa es que me digan y otra cosa que me muestren no y la gente aprende mucho más de esa forma entonces por ejemplo si yo le dijera a alguien digamos yo en mi rol de profesor y le dijera a mi estudiante no tienes que mirar basta deja tu celular no tienes que mirar no esas adicciones y demás y yo luego este con mi celular pues o sea no me va a tomar en serio y no está bien entonces hasta cierto momento creo yo que yo entendía como algo natural aquello eso de que a las mujeres hay que ponerle su estate quieto algo así es porque además la influencia de los amigos no dicen hay que darle decía así bueno entre broma en broma mis amigos jugaban y decían haber controla a tu mujer o algo así no a su enamorada y eso pero pues ya no o sea ahora ya digamos tengo un criterio mucho más trabajado la experiencia también me ha dado mucho y no no no estoy absolutamente en contra de de que un varón levante ni siquiera digamos la o sea con la intención de agredir a una mujer eso no está bien no claro tampoco debería venir de parte de las mujeres ha hacia los varones porque también he visto muchos casos no pero sobre todo a los varones no una persona un varón que se sienta realmente que tenga que sienta que tiene educación ya que se sienta un caballero no no no sé si esté utilizando bien el término pero no debería ni siquiera pensar no agredir a una mujer o algo así porque finalmente los seres humanos tienen una herramienta que les sirve que es altamente funcional y para lograr cosas digamos bueno muchas cosas d que va a regir la la vida de de de de la de la humanidad no de todos los seres humanos es la comunicación es la lengua es el código porque para eso lo hemos inventado y se puede solucionar no es más hasta para pelear puede servir no y no hacen falta por lo menos en ese nivel no salvo que no sea para para defensa porque a veces bueno es inevitable salir o escapar de de de una de un intercambio de agresión física no porque por bueno por defensa salvo que no sean esos casos no yo sanciono no no no tolero la la violencia me molesta me molesta mucho ver violencia entre persona me le francamente me parece un grupo de changos así un grupo de monos que están queriendo imponer su voluntad a fuerza o algo así ya porque no a a mí me parece así porque tampoco es que somos unos seres superiores pensantes ni nada no s para mí me parece que seguimos siendo animales que buscan su propia conveniencia y demás ahora no me gusta no me parece la violencia intrafamiliar no la practicaría yo francamente preferiría mil veces escapar de aquello ya es más de algunas relaciones yo recuerdo bueno tal vez de las últimas con algunas claro con la enamorada y demás tiende a haber esa esa esa ese intercambio verbal no o sea de palabras y ahí no insultos pero o sea de sí de cosas que suelen herir lastimar yo tiendo a escapar de aquello me voy prefiero decir no yo no yo no voy a participar esto me niego a participar y prefiero retirar normalmente yo así me voy a desenvolver en ese campo porque no me gusta ya no no no me parece tampoco algo p p digamos productivo para mí o algo así no siento que vaya a ganar bueno creo que por lo menos en ese sentido no estoy muy corrompido me parece mal porque en realidad p hace ahora qué pienso que el cómo se debería tal vez solucionar esto lo debería haber no sé debería haber más educación para mí siempre va a ser la la educación en ese sentido educación en colegio porque la gente finalmente la gente que más se agrede pelean y demás creo que es la gente que viene de provincia o la gente que vive ahí no porque intenta imponer como decía su opinión a fuerza no a golpes yo recuerdo aquella vez que venían por ejemplo hace un par de años cuando venían a marchar aquí en la calle esos señores de no cuando había este problema político cuando había ha renunciado el presidente y demás ts venía veía que la gente hab bueno eran gente del campo no por los ponchos y demás no todos obviamente porque eso era muy evidente pero muchos de ellos venían con sus chicotes y todo aquello y alguien que le mirara feo alguien que le le levantara un poco la voz o algo así o in o de pronto que los encararse por por qué están aquí o algo así veía que inmediatamente no respondían con palabras no dialogaban agredían no entonces eso normalmente pasa porque yo también ya he ido mi mi papá me llevaba al campo y demás y veía que entre hermanos y demás así más o menos en ese tenor arreglaban no arreglaban sino que creo que más bien empeoraban toda la situación porque ya se querían ir a los golpes peor todavía si estaban borrachos no entonces feo entonces bueno eso viene de la educación porque ellos evidentemente no tenían educación no no había una orientación peor de la familia porque el papá más bien bueno mi abuelo en lugar de de evitar aquello o intentar detener o dar una solución no sé aclararles a sus hijos darles una mejor orientación más bien como que fomentaba no lo fomentaba y obviamente va con ese ejemplo han crecido mis papás tampoco los creo que los debería juzgar tanto pero son mi familia o sea de creo que sí tengo un poco de derecho y ellos en realidad eran gente con muy poca educación ya mi mi me me refiero a mis tíos a mi abuelo y toda esa gentuza no perdón toda esa es que eran muy no no no no sentía que podían demostrar algún nivel no aunque sea mínimo intelectualmente no había porque bueno finalmente tal vez no han tenido la posibilidad de acceder a aquello pero bueno yo también intento no o sea de de de eso feo que me ha parecido intento escapar no quiero estar ahí no quiero ser parte entonces bueno afortunadamente bueno tampoco es que me he visto en la práctica porque yo no estoy casado no tengo hijos o algo así nunca estando en pareja no me he juntado ni conviví ni nada pero no creo que yo vaya a hacer algo así no no lo dudo mucho no creo que yo pero es que no me parece no me parece correcto porque además justamente eso intento evitar conociendo entendiendo estudiando y demás educándome y bueno también creo mucho en eso de ser autodidacta así que intento educarme a mí mismo buscando no lo lo los medios o la gente que me pueda orientar ahora lo bueno es que también hay internet no y puedo encontrar mucha información y así pero bueno es eso entonces me parece que eso de la eso se se podría subsanar a largo plazo no inmediatamente tal vez que en las próximas generaciones con educación la gente ya no va a a recurrir es más yo siento que en algún tiempo como sucede en en europa tal vez ya no vayan a a ni siquiera a a querer formar una familia porque creo que esa es la tendencia no la gente ya no ya no le interesa mucho formar una familia prefiere bueno tener muchas parejas o vivir la la vida tal vez no bueno y q todos están en en el derecho porque o sea antes la las señoritas creo que no podían salir a la calle con sus minifaldas aquello o algo así pero bueno i se vive en otras épocas no eso ya como ha quedado muy muy arcaico muy poco absurda esa manera de pensar de querer restringir a las mujeres y bueno ahora también digamos que la gente q incluso se consideren no binarios pansexuales o algo así porque tengo estudiantes así y es su derecho la los tiempos cambian y bueno uno no no cr que no tan no no tiene el derecho de estar juzgando ciertas cosas no salvo que no sea mi familia no mentira entonces bueno así eso es lo que yo no no yo no tolero aquello y con el tiempo yo creo que ya no va a existir mucho de esa violencia intrafamiliar porque tal vez ni siquiera bueno tal vez dentro de muchos años ya ni siquiera van a haber familias la gente va a vivir ya no creo que vayan a formalizar nada no con el tiempo eso me me parece que va a dejar de existir y bueno pues no sé he visto que la gente ya tiende a ser un poco más civilizada y y demás no no es eso creo que igual pasa sobre todo en países primermundistas aquí todavía estamos no de a poco pero vamos a llegar creo a lo mismo es eso,1
de todo eso se libra mi pequeña d,2
un unos cinco mil kilómetros o un mes máximo tiene que estar chequeando los carros antiguos suéltalos los nuevos ya como vienen pastilla las cuatro ya esos no tienen regulaciones mucho,2
yo no quería dejar robar pues por lo que estaba borracho,2
bicicleta caminar dormir ir al campo ir a la montaña reunirme e invitar a alguna pareja de amigos y a bla bla al cine me gustaba ir pero no he vuelto a ir después de la pandemia con la pandemia no he vuelto a ir al cine me dan nervios los lugares cerrados,2
la verdad no pues ahorita en sí mi cuñado su esposa igual ha tenido en el mismo hospital pero a lo que yo sé lo tenía bien después de ella ya ha tenido también mi hermana mi hermana después de dos meses que yo lo he yo le he tenido a mi hijo la ha tenido y la verdad igual muy dificultoso ella vive en entity igual no le han querido atender han ido a varios hospitales han ido y la verdad no querían atender porque había no había camas el otro decía que todavía no ha llegado el doctor que tienen tienen que revisarle incluso me ha contado cómo le ha cómo ha tenido tenía que tener normal pero ha tenido con con operación y la verdad dice que le han tratado bien mal y su hijita también estaba internada por por un poquito quería hacerse faltar falta de oxígeno eso nada más ahorita lo bueno los dos embarazos que he escuchado después de mí,1
no no más bien no ha pasado eso un accidente accidentes leves sí he tenido pero que no ha pasado a mayores un choque una vez el minibús que estábamos yendo con cuando mi hijo era un poco más pequeño estábamos subiendo la subida a mi casa ya casi llegando cuando de repente ha perdido el control el el minibusero y en plena subida se empezó a rodar o sea para atrás no y ha chocado pues a una c prácticamente se ha entrado a una casa sí ha sido un susto grande que hemos pasado con mi hijo porque estaba regresando estábamos regresando del parque y él tuvo un accidente y ese día se cayó de su patineta y encima nos nos hemos prácticamente sí nos hemos accidentado en ese minibús pero hemos recibido solo golpes fuertes y ha sido un susto grande que hemos pasado pero no ha pasado a mayores mayores consecuencias nadie más bien del minibús solo ha sido el golpe claro que el minibus ha quedado un poco mal pero eso ha sido un susto grande que hemos pasado los dos,1
sí se puede sí se puede,2
ni un los últimos números ni el principio,2
porque mi mamá estaba más pendiente de mí y no yo,2
exacto,2
he intentado estudiar y he entrado a la al colegio militar después de salir bachiller he entrado al colegio militar la verdad es que no antes de eso estaba en el cuartel me me olvidé de esa parte entré al cuartel y en el cuartel es donde me ha gustado lo que es la vida militar y desde que estaba en el cuartel quise quise ser militar y por esa razón le le le dije a mis padres quiero quiero entrar al colegio militar y y tal y finalmente logré entrar pero por como mencioné antes no no no me iba bien en lo que es la matemáticas física química entonces lamentablemente me dieron de baja solamente estuve tres meses sí tres meses tres o cuatro meses estaba en el colegio militar y me dieron de baja y el gasto que había que había hecho era era demasiado le hice gastar mucho a mis papás era incluso podría mencionar que eran dólares yo qué sé tres mil dólares o más y gasté todo eso y una vez que me dieron de baja ya mis papás ya ya ya no quisieron apoyarme porque ya hice gasto también hubo muchos gastos en para entrar al colegio militar quise volver al colegio militar pero como no tenía recursos yo ya no tenía apoyo de mis papás y y quise de ahí me puse a trabajar me puse a trabajar y quise recaudar dinero para volver al colegio militar y trabajar trabajé y como digo como he mencionado mi primer trabajo o después de salir de bachiller después de salir del cuartel ha sido de mudanzas y entonces trabajaba ahí y quise ahorrar para volver al colegio militar pero el tiempo se me se me pasó y cuando ya quise volver al colegio militar ya era tarde porque solamente se recibía hasta los veinti trés años si no me equivoco en el colegio militar y yo ya tenía veinticuatro en ese entonces en donde ya yo pude recaudar algo de plata y quise volver pero ya era tarde porque ya tenía veinticuatro años y ya ya no ya no tenía permitido y ya no se podía luego de eso ya solo me puse a continuar trabajando continué con la misma empresa luego ya ha pasado un año más creo y dejé la empresa porque la verdad es que no me pagaban muy bien y dejé ese trabajo y y por un familiar encontré lo que es el oficio de chófer y ahí sí ya ganaba un poco más que l que lo que solía ganar en esa empresa en la empresa anterior y me quedé con ese trabajo ya no continué con mis estudios porque era tarde ya tampoco el tiempo tampoco ya no me daba con también ya tenía a mi hijo y ese ya no me alcanzaba y por eso continué solamente como como chofer y hasta ahora estoy,1
la de aquí del jardín sí y tengo hay un terreno en entity que tenemos de ahí maíz frejol arveja habas y ya cosechado y está riquísimo otra cosa comer algo que uno mismo saca de la mata,2
bien unida porque en la asamblea dice por el presidente ladrón cogido ladrón será quemado así si anda así en el barrio así que padres y madres de familia cuiden a sus hijos entonces uno toca cuidar a los hijos que no sean de la calle que no sean malos,2
bueno mi niñez no recuerdo muchas cosas de desde cuando tenía la edad de a pero sí algunas que mayormente he convivido con mis hermanos con los dos que me siguen que son ellos ellos ahora ya son jóvenes tiene uno tiene veintiún años y el otro tiene veinte con ellos el con ellos realizábamos por ejemplo diferentes juegos como cualquier niño recuerdo que había unos árboles detrás de mi de nuestra casa y ahí hacíamos nuestros columpios jugábamos ahí toda la tarde después de regresar del colegio también a veces en vacaciones solíamos ir a lo que es el pueblo de mi mamá a pastear las ovejas las vacas toda la vacación y ahí era el el clima era frío no porque nos castigaba también era en las vacaciones de diciembre era frío nuestros pies estaban casi he heridos estaban lastimados por por el frío porque andábamos con abarcas y cuando llegábamos a casa era era lo mejor porque teníamos que calentarnos y ya estamos en casa y estamos más calientes también recuerdo que sabíamos hacer juegos de o o juguetitos de barro no de ollitas autos también y una vez mi papá incluso nos lo ha hecho un auto de madera y esa ese juguete era algo bien pre bien apreciado por nosotros hasta ahora lo lo seguimos teniendo pero ya está malgastado no y también recuerdo que mis papás siempre estábamos como siempre estábamos unidos a veces jugá vamos con ellos también con mis tíos también y demás cosas también con mis primos ahora con mis primos jug salimos a veces a las a la cancha a jugar pelota ya no como antes pero seguimos haciendo,1
entonces viví tres años ahí en la ciudad de entity sí casi tres años,2
usted es de entity,2
